dataset,condition_id,condition_name,shaft_speed_rpm,radial_load_kn,bearing_id,bearing_index,snapshot_index,relative_path,split,n_signal_samples,sampling_rate_hz,snapshot_duration_seconds,snapshot_interval_minutes,rul_minutes
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,75,37.5Hz11kN/Bearing2_2/75.csv,train,32768,25600,1.28,1,86
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,76,37.5Hz11kN/Bearing2_2/76.csv,train,32768,25600,1.28,1,85
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,77,37.5Hz11kN/Bearing2_2/77.csv,train,32768,25600,1.28,1,84
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,78,37.5Hz11kN/Bearing2_2/78.csv,train,32768,25600,1.28,1,83
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,79,37.5Hz11kN/Bearing2_2/79.csv,train,32768,25600,1.28,1,82
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,80,37.5Hz11kN/Bearing2_2/80.csv,train,32768,25600,1.28,1,81
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,81,37.5Hz11kN/Bearing2_2/81.csv,train,32768,25600,1.28,1,80
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,82,37.5Hz11kN/Bearing2_2/82.csv,train,32768,25600,1.28,1,79
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,83,37.5Hz11kN/Bearing2_2/83.csv,train,32768,25600,1.28,1,78
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,84,37.5Hz11kN/Bearing2_2/84.csv,train,32768,25600,1.28,1,77
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,85,37.5Hz11kN/Bearing2_2/85.csv,train,32768,25600,1.28,1,76
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,86,37.5Hz11kN/Bearing2_2/86.csv,train,32768,25600,1.28,1,75
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,87,37.5Hz11kN/Bearing2_2/87.csv,train,32768,25600,1.28,1,74
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,88,37.5Hz11kN/Bearing2_2/88.csv,train,32768,25600,1.28,1,73
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,89,37.5Hz11kN/Bearing2_2/89.csv,train,32768,25600,1.28,1,72
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,90,37.5Hz11kN/Bearing2_2/90.csv,train,32768,25600,1.28,1,71
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,91,37.5Hz11kN/Bearing2_2/91.csv,train,32768,25600,1.28,1,70
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,92,37.5Hz11kN/Bearing2_2/92.csv,train,32768,25600,1.28,1,69
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,93,37.5Hz11kN/Bearing2_2/93.csv,train,32768,25600,1.28,1,68
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,94,37.5Hz11kN/Bearing2_2/94.csv,train,32768,25600,1.28,1,67
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,95,37.5Hz11kN/Bearing2_2/95.csv,train,32768,25600,1.28,1,66
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,96,37.5Hz11kN/Bearing2_2/96.csv,train,32768,25600,1.28,1,65
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,97,37.5Hz11kN/Bearing2_2/97.csv,train,32768,25600,1.28,1,64
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,98,37.5Hz11kN/Bearing2_2/98.csv,train,32768,25600,1.28,1,63
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,99,37.5Hz11kN/Bearing2_2/99.csv,train,32768,25600,1.28,1,62
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,100,37.5Hz11kN/Bearing2_2/100.csv,train,32768,25600,1.28,1,61
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,101,37.5Hz11kN/Bearing2_2/101.csv,train,32768,25600,1.28,1,60
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,102,37.5Hz11kN/Bearing2_2/102.csv,train,32768,25600,1.28,1,59
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,103,37.5Hz11kN/Bearing2_2/103.csv,train,32768,25600,1.28,1,58
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,104,37.5Hz11kN/Bearing2_2/104.csv,train,32768,25600,1.28,1,57
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,105,37.5Hz11kN/Bearing2_2/105.csv,train,32768,25600,1.28,1,56
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,106,37.5Hz11kN/Bearing2_2/106.csv,train,32768,25600,1.28,1,55
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,107,37.5Hz11kN/Bearing2_2/107.csv,train,32768,25600,1.28,1,54
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,108,37.5Hz11kN/Bearing2_2/108.csv,train,32768,25600,1.28,1,53
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,109,37.5Hz11kN/Bearing2_2/109.csv,train,32768,25600,1.28,1,52
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,110,37.5Hz11kN/Bearing2_2/110.csv,train,32768,25600,1.28,1,51
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,111,37.5Hz11kN/Bearing2_2/111.csv,train,32768,25600,1.28,1,50
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,112,37.5Hz11kN/Bearing2_2/112.csv,train,32768,25600,1.28,1,49
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,113,37.5Hz11kN/Bearing2_2/113.csv,train,32768,25600,1.28,1,48
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,114,37.5Hz11kN/Bearing2_2/114.csv,train,32768,25600,1.28,1,47
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,115,37.5Hz11kN/Bearing2_2/115.csv,train,32768,25600,1.28,1,46
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,116,37.5Hz11kN/Bearing2_2/116.csv,train,32768,25600,1.28,1,45
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,117,37.5Hz11kN/Bearing2_2/117.csv,train,32768,25600,1.28,1,44
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,118,37.5Hz11kN/Bearing2_2/118.csv,train,32768,25600,1.28,1,43
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,119,37.5Hz11kN/Bearing2_2/119.csv,train,32768,25600,1.28,1,42
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,120,37.5Hz11kN/Bearing2_2/120.csv,train,32768,25600,1.28,1,41
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,121,37.5Hz11kN/Bearing2_2/121.csv,train,32768,25600,1.28,1,40
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,122,37.5Hz11kN/Bearing2_2/122.csv,train,32768,25600,1.28,1,39
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,123,37.5Hz11kN/Bearing2_2/123.csv,train,32768,25600,1.28,1,38
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,124,37.5Hz11kN/Bearing2_2/124.csv,train,32768,25600,1.28,1,37
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,125,37.5Hz11kN/Bearing2_2/125.csv,train,32768,25600,1.28,1,36
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,126,37.5Hz11kN/Bearing2_2/126.csv,train,32768,25600,1.28,1,35
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,127,37.5Hz11kN/Bearing2_2/127.csv,train,32768,25600,1.28,1,34
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,128,37.5Hz11kN/Bearing2_2/128.csv,train,32768,25600,1.28,1,33
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,129,37.5Hz11kN/Bearing2_2/129.csv,train,32768,25600,1.28,1,32
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,130,37.5Hz11kN/Bearing2_2/130.csv,train,32768,25600,1.28,1,31
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,131,37.5Hz11kN/Bearing2_2/131.csv,train,32768,25600,1.28,1,30
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,132,37.5Hz11kN/Bearing2_2/132.csv,train,32768,25600,1.28,1,29
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,133,37.5Hz11kN/Bearing2_2/133.csv,train,32768,25600,1.28,1,28
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,134,37.5Hz11kN/Bearing2_2/134.csv,train,32768,25600,1.28,1,27
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,135,37.5Hz11kN/Bearing2_2/135.csv,train,32768,25600,1.28,1,26
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,136,37.5Hz11kN/Bearing2_2/136.csv,train,32768,25600,1.28,1,25
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,137,37.5Hz11kN/Bearing2_2/137.csv,train,32768,25600,1.28,1,24
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,138,37.5Hz11kN/Bearing2_2/138.csv,train,32768,25600,1.28,1,23
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,139,37.5Hz11kN/Bearing2_2/139.csv,train,32768,25600,1.28,1,22
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,140,37.5Hz11kN/Bearing2_2/140.csv,train,32768,25600,1.28,1,21
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,141,37.5Hz11kN/Bearing2_2/141.csv,train,32768,25600,1.28,1,20
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,142,37.5Hz11kN/Bearing2_2/142.csv,train,32768,25600,1.28,1,19
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,143,37.5Hz11kN/Bearing2_2/143.csv,train,32768,25600,1.28,1,18
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,144,37.5Hz11kN/Bearing2_2/144.csv,train,32768,25600,1.28,1,17
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,145,37.5Hz11kN/Bearing2_2/145.csv,train,32768,25600,1.28,1,16
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,146,37.5Hz11kN/Bearing2_2/146.csv,train,32768,25600,1.28,1,15
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,147,37.5Hz11kN/Bearing2_2/147.csv,train,32768,25600,1.28,1,14
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,148,37.5Hz11kN/Bearing2_2/148.csv,train,32768,25600,1.28,1,13
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,149,37.5Hz11kN/Bearing2_2/149.csv,train,32768,25600,1.28,1,12
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,150,37.5Hz11kN/Bearing2_2/150.csv,train,32768,25600,1.28,1,11
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,151,37.5Hz11kN/Bearing2_2/151.csv,train,32768,25600,1.28,1,10
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,152,37.5Hz11kN/Bearing2_2/152.csv,train,32768,25600,1.28,1,9
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,153,37.5Hz11kN/Bearing2_2/153.csv,train,32768,25600,1.28,1,8
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,154,37.5Hz11kN/Bearing2_2/154.csv,train,32768,25600,1.28,1,7
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,155,37.5Hz11kN/Bearing2_2/155.csv,train,32768,25600,1.28,1,6
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,156,37.5Hz11kN/Bearing2_2/156.csv,train,32768,25600,1.28,1,5
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,157,37.5Hz11kN/Bearing2_2/157.csv,train,32768,25600,1.28,1,4
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,158,37.5Hz11kN/Bearing2_2/158.csv,train,32768,25600,1.28,1,3
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,159,37.5Hz11kN/Bearing2_2/159.csv,train,32768,25600,1.28,1,2
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,160,37.5Hz11kN/Bearing2_2/160.csv,train,32768,25600,1.28,1,1
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_2,2,161,37.5Hz11kN/Bearing2_2/161.csv,train,32768,25600,1.28,1,0
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,1,37.5Hz11kN/Bearing2_3/1.csv,validation,32768,25600,1.28,1,532
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,2,37.5Hz11kN/Bearing2_3/2.csv,validation,32768,25600,1.28,1,531
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,3,37.5Hz11kN/Bearing2_3/3.csv,validation,32768,25600,1.28,1,530
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,4,37.5Hz11kN/Bearing2_3/4.csv,validation,32768,25600,1.28,1,529
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,5,37.5Hz11kN/Bearing2_3/5.csv,validation,32768,25600,1.28,1,528
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,6,37.5Hz11kN/Bearing2_3/6.csv,validation,32768,25600,1.28,1,527
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,7,37.5Hz11kN/Bearing2_3/7.csv,validation,32768,25600,1.28,1,526
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,8,37.5Hz11kN/Bearing2_3/8.csv,validation,32768,25600,1.28,1,525
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,9,37.5Hz11kN/Bearing2_3/9.csv,validation,32768,25600,1.28,1,524
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,10,37.5Hz11kN/Bearing2_3/10.csv,validation,32768,25600,1.28,1,523
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,11,37.5Hz11kN/Bearing2_3/11.csv,validation,32768,25600,1.28,1,522
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,12,37.5Hz11kN/Bearing2_3/12.csv,validation,32768,25600,1.28,1,521
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,13,37.5Hz11kN/Bearing2_3/13.csv,validation,32768,25600,1.28,1,520
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,14,37.5Hz11kN/Bearing2_3/14.csv,validation,32768,25600,1.28,1,519
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,15,37.5Hz11kN/Bearing2_3/15.csv,validation,32768,25600,1.28,1,518
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,16,37.5Hz11kN/Bearing2_3/16.csv,validation,32768,25600,1.28,1,517
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,17,37.5Hz11kN/Bearing2_3/17.csv,validation,32768,25600,1.28,1,516
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,18,37.5Hz11kN/Bearing2_3/18.csv,validation,32768,25600,1.28,1,515
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,19,37.5Hz11kN/Bearing2_3/19.csv,validation,32768,25600,1.28,1,514
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,20,37.5Hz11kN/Bearing2_3/20.csv,validation,32768,25600,1.28,1,513
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,21,37.5Hz11kN/Bearing2_3/21.csv,validation,32768,25600,1.28,1,512
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,22,37.5Hz11kN/Bearing2_3/22.csv,validation,32768,25600,1.28,1,511
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,23,37.5Hz11kN/Bearing2_3/23.csv,validation,32768,25600,1.28,1,510
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,24,37.5Hz11kN/Bearing2_3/24.csv,validation,32768,25600,1.28,1,509
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,25,37.5Hz11kN/Bearing2_3/25.csv,validation,32768,25600,1.28,1,508
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,26,37.5Hz11kN/Bearing2_3/26.csv,validation,32768,25600,1.28,1,507
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,27,37.5Hz11kN/Bearing2_3/27.csv,validation,32768,25600,1.28,1,506
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,28,37.5Hz11kN/Bearing2_3/28.csv,validation,32768,25600,1.28,1,505
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,29,37.5Hz11kN/Bearing2_3/29.csv,validation,32768,25600,1.28,1,504
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,30,37.5Hz11kN/Bearing2_3/30.csv,validation,32768,25600,1.28,1,503
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,31,37.5Hz11kN/Bearing2_3/31.csv,validation,32768,25600,1.28,1,502
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,32,37.5Hz11kN/Bearing2_3/32.csv,validation,32768,25600,1.28,1,501
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,33,37.5Hz11kN/Bearing2_3/33.csv,validation,32768,25600,1.28,1,500
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,34,37.5Hz11kN/Bearing2_3/34.csv,validation,32768,25600,1.28,1,499
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,35,37.5Hz11kN/Bearing2_3/35.csv,validation,32768,25600,1.28,1,498
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,36,37.5Hz11kN/Bearing2_3/36.csv,validation,32768,25600,1.28,1,497
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,37,37.5Hz11kN/Bearing2_3/37.csv,validation,32768,25600,1.28,1,496
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,38,37.5Hz11kN/Bearing2_3/38.csv,validation,32768,25600,1.28,1,495
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,39,37.5Hz11kN/Bearing2_3/39.csv,validation,32768,25600,1.28,1,494
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,40,37.5Hz11kN/Bearing2_3/40.csv,validation,32768,25600,1.28,1,493
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,41,37.5Hz11kN/Bearing2_3/41.csv,validation,32768,25600,1.28,1,492
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,42,37.5Hz11kN/Bearing2_3/42.csv,validation,32768,25600,1.28,1,491
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,43,37.5Hz11kN/Bearing2_3/43.csv,validation,32768,25600,1.28,1,490
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,44,37.5Hz11kN/Bearing2_3/44.csv,validation,32768,25600,1.28,1,489
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,45,37.5Hz11kN/Bearing2_3/45.csv,validation,32768,25600,1.28,1,488
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,46,37.5Hz11kN/Bearing2_3/46.csv,validation,32768,25600,1.28,1,487
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,47,37.5Hz11kN/Bearing2_3/47.csv,validation,32768,25600,1.28,1,486
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,48,37.5Hz11kN/Bearing2_3/48.csv,validation,32768,25600,1.28,1,485
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,49,37.5Hz11kN/Bearing2_3/49.csv,validation,32768,25600,1.28,1,484
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,50,37.5Hz11kN/Bearing2_3/50.csv,validation,32768,25600,1.28,1,483
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,51,37.5Hz11kN/Bearing2_3/51.csv,validation,32768,25600,1.28,1,482
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,52,37.5Hz11kN/Bearing2_3/52.csv,validation,32768,25600,1.28,1,481
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,53,37.5Hz11kN/Bearing2_3/53.csv,validation,32768,25600,1.28,1,480
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,54,37.5Hz11kN/Bearing2_3/54.csv,validation,32768,25600,1.28,1,479
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,55,37.5Hz11kN/Bearing2_3/55.csv,validation,32768,25600,1.28,1,478
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,56,37.5Hz11kN/Bearing2_3/56.csv,validation,32768,25600,1.28,1,477
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,57,37.5Hz11kN/Bearing2_3/57.csv,validation,32768,25600,1.28,1,476
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,58,37.5Hz11kN/Bearing2_3/58.csv,validation,32768,25600,1.28,1,475
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,59,37.5Hz11kN/Bearing2_3/59.csv,validation,32768,25600,1.28,1,474
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,60,37.5Hz11kN/Bearing2_3/60.csv,validation,32768,25600,1.28,1,473
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,61,37.5Hz11kN/Bearing2_3/61.csv,validation,32768,25600,1.28,1,472
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,62,37.5Hz11kN/Bearing2_3/62.csv,validation,32768,25600,1.28,1,471
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,63,37.5Hz11kN/Bearing2_3/63.csv,validation,32768,25600,1.28,1,470
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,64,37.5Hz11kN/Bearing2_3/64.csv,validation,32768,25600,1.28,1,469
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,65,37.5Hz11kN/Bearing2_3/65.csv,validation,32768,25600,1.28,1,468
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,66,37.5Hz11kN/Bearing2_3/66.csv,validation,32768,25600,1.28,1,467
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,67,37.5Hz11kN/Bearing2_3/67.csv,validation,32768,25600,1.28,1,466
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,68,37.5Hz11kN/Bearing2_3/68.csv,validation,32768,25600,1.28,1,465
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,69,37.5Hz11kN/Bearing2_3/69.csv,validation,32768,25600,1.28,1,464
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,70,37.5Hz11kN/Bearing2_3/70.csv,validation,32768,25600,1.28,1,463
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,71,37.5Hz11kN/Bearing2_3/71.csv,validation,32768,25600,1.28,1,462
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,72,37.5Hz11kN/Bearing2_3/72.csv,validation,32768,25600,1.28,1,461
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,73,37.5Hz11kN/Bearing2_3/73.csv,validation,32768,25600,1.28,1,460
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,74,37.5Hz11kN/Bearing2_3/74.csv,validation,32768,25600,1.28,1,459
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,75,37.5Hz11kN/Bearing2_3/75.csv,validation,32768,25600,1.28,1,458
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,76,37.5Hz11kN/Bearing2_3/76.csv,validation,32768,25600,1.28,1,457
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,77,37.5Hz11kN/Bearing2_3/77.csv,validation,32768,25600,1.28,1,456
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,78,37.5Hz11kN/Bearing2_3/78.csv,validation,32768,25600,1.28,1,455
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,79,37.5Hz11kN/Bearing2_3/79.csv,validation,32768,25600,1.28,1,454
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,80,37.5Hz11kN/Bearing2_3/80.csv,validation,32768,25600,1.28,1,453
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,81,37.5Hz11kN/Bearing2_3/81.csv,validation,32768,25600,1.28,1,452
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,82,37.5Hz11kN/Bearing2_3/82.csv,validation,32768,25600,1.28,1,451
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,83,37.5Hz11kN/Bearing2_3/83.csv,validation,32768,25600,1.28,1,450
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,84,37.5Hz11kN/Bearing2_3/84.csv,validation,32768,25600,1.28,1,449
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,85,37.5Hz11kN/Bearing2_3/85.csv,validation,32768,25600,1.28,1,448
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,86,37.5Hz11kN/Bearing2_3/86.csv,validation,32768,25600,1.28,1,447
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,87,37.5Hz11kN/Bearing2_3/87.csv,validation,32768,25600,1.28,1,446
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,88,37.5Hz11kN/Bearing2_3/88.csv,validation,32768,25600,1.28,1,445
XJTU-SY,2,37.5Hz11kN,2250,11.0,Bearing2_3,3,89,37.5Hz11kN/Bearing2_3/89.csv,validation,32768,25600,1.28,1,444
